rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type
3.0,2.0,2.0,72.0,65.0,236000.0,Departamento
2.0,1.0,1.0,74.0,65.0,398000.0,Departamento
3.0,2.0,1.0,85.0,64.0,255000.0,Departamento
3.0,2.0,1.0,72.0,64.0,230000.0,Departamento
3.0,2.0,2.0,90.0,64.0,268000.0,Departamento
3.0,2.0,2.0,81.0,63.0,215433.0,Departamento
3.0,2.0,2.0,74.0,62.0,300000.0,Departamento
3.0,2.0,2.0,87.0,62.0,260000.0,Departamento
3.0,2.0,1.0,72.0,61.0,220000.0,Departamento
3.0,1.0,2.0,71.0,60.0,400000.0,Departamento
2.0,1.0,2.0,81.0,59.0,263000.0,Departamento
2.0,1.0,1.0,65.0,59.0,248000.0,Departamento
3.0,2.0,2.0,68.0,58.0,335000.0,Departamento
2.0,1.0,1.0,62.0,58.0,168000.0,Departamento
3.0,2.0,1.0,68.0,65.0,175000.0,Departamento
1.0,1.0,1.0,40.0,36.0,160000.0,Departamento
2.0,1.0,1.0,55.0,35.0,119000.0,Departamento
1.0,1.0,1.0,38.0,34.0,135960.0,Departamento
2.0,1.0,2.0,81.0,77.0,400001.0,Departamento
2.0,1.0,2.0,81.0,77.0,400000.0,Departamento
4.0,3.0,2.0,75.0,75.0,205000.0,Departamento
3.0,2.0,1.0,72.0,72.0,235000.0,Departamento
3.0,2.0,2.0,76.0,71.0,320000.0,Departamento
3.0,2.0,2.0,72.0,67.0,224999.0,Departamento
3.0,2.0,2.0,85.0,74.0,350000.0,Departamento
4.0,3.0,2.0,86.0,78.0,348000.0,Departamento
3.0,2.0,2.0,90.0,80.0,330000.0,Departamento
3.0,2.0,1.0,144.0,81.0,395000.0,Departamento
4.0,3.0,2.0,120.0,106.0,340000.0,Departamento
3.0,2.0,1.0,89.0,89.0,200000.0,Departamento
3.0,2.0,1.0,88.0,88.0,320000.0,Departamento
3.0,2.0,2.0,84.0,84.0,280000.0,Departamento
3.0,1.0,1.0,137.0,67.0,300000.0,Departamento
3.0,2.0,2.0,74.0,64.0,351000.0,Departamento
1.0,1.0,1.0,41.0,38.0,140000.0,Departamento
2.0,1.0,1.0,36.0,36.0,119999.0,Departamento
1.0,1.0,1.0,40.0,36.0,160000.0,Departamento
2.0,1.0,1.0,35.0,35.0,103000.0,Departamento
2.0,1.0,1.0,35.0,35.0,90000.0,Departamento
2.0,1.0,1.0,42.0,38.0,139000.0,Departamento
2.0,1.0,1.0,32.0,32.0,140000.0,Departamento
1.0,1.0,1.0,20.0,20.0,85000.0,Departamento
1.0,1.0,1.0,40.0,40.0,210000.0,Departamento
3.0,2.0,1.0,62.0,62.0,260000.0,Departamento
3.0,2.0,1.0,60.0,60.0,253000.0,Departamento
2.0,1.0,1.0,59.0,59.0,300000.0,Departamento
2.0,1.0,1.0,55.0,55.0,200000.0,Departamento
3.0,2.0,1.0,55.0,55.0,240000.0,Departamento
2.0,1.0,1.0,53.0,46.0,285000.0,Departamento
2.0,1.0,1.0,50.0,46.0,235000.0,Departamento
1.0,1.0,1.0,48.0,45.0,230000.0,Departamento
2.0,1.0,1.0,43.0,43.0,150000.0,Departamento
2.0,1.0,1.0,51.0,43.0,138000.0,Departamento
2.0,1.0,1.0,52.0,42.0,160000.0,Departamento
3.0,2.0,2.0,65.0,65.0,200000.0,Departamento
4.0,3.0,3.0,122.0,110.0,405000.0,Departamento
3.0,2.0,2.0,95.0,85.0,340000.0,Departamento
4.0,3.0,2.0,85.0,85.0,185000.0,Departamento
3.0,2.0,2.0,95.0,85.0,340000.0,Departamento
3.0,2.0,2.0,95.0,85.0,343000.0,Departamento
2.0,1.0,2.0,60.0,56.0,215000.0,Departamento
3.0,2.0,1.0,56.0,56.0,120000.0,Departamento
3.0,2.0,1.0,67.0,56.0,150000.0,Departamento
2.0,1.0,2.0,86.0,56.0,167000.0,Departamento
3.0,2.0,1.0,62.0,56.0,164000.0,Departamento
4.0,3.0,1.0,85.0,56.0,175000.0,Departamento
3.0,2.0,1.0,62.0,56.0,192000.0,Departamento
3.0,2.0,1.0,62.0,56.0,192000.0,Departamento
2.0,1.0,1.0,61.0,56.0,155000.0,Departamento
3.0,2.0,1.0,61.0,56.0,180000.0,Departamento
3.0,2.0,1.0,69.0,56.0,198000.0,Departamento
3.0,2.0,1.0,56.0,56.0,120000.0,Departamento
2.0,1.0,1.0,70.0,56.0,108900.0,Departamento
3.0,2.0,2.0,68.0,56.0,219000.0,Departamento
2.0,1.0,2.0,66.0,56.0,181100.0,Departamento
2.0,1.0,1.0,62.0,56.0,180000.0,Departamento
3.0,2.0,1.0,56.0,56.0,140000.0,Departamento
1.0,1.0,1.0,59.0,56.0,159000.0,Departamento
3.0,2.0,1.0,62.0,56.0,235000.0,Departamento
4.0,3.0,1.0,61.0,56.0,85000.0,Departamento
3.0,2.0,1.0,63.0,56.0,140000.0,Departamento
2.0,1.0,1.0,66.0,56.0,199000.0,Departamento
3.0,2.0,2.0,59.0,56.0,254000.0,Departamento
3.0,2.0,2.0,59.0,56.0,251000.0,Departamento
3.0,2.0,1.0,106.0,56.0,360000.0,Departamento
3.0,2.0,2.0,59.0,56.0,250000.0,Departamento
3.0,2.0,1.0,60.0,56.0,105000.0,Departamento
3.0,2.0,1.0,56.0,56.0,159000.0,Departamento
3.0,2.0,1.0,63.0,56.0,189000.0,Departamento
2.0,1.0,1.0,56.0,56.0,122000.0,Departamento
3.0,2.0,1.0,59.0,56.0,185000.0,Departamento
2.0,1.0,1.0,61.0,56.0,198000.0,Departamento
3.0,2.0,2.0,66.0,56.0,255000.0,Departamento
3.0,2.0,2.0,64.0,56.0,230000.0,Departamento
2.0,1.0,2.0,61.0,56.0,190000.0,Departamento
2.0,1.0,1.0,56.0,56.0,149000.0,Departamento
3.0,2.0,1.0,63.0,56.0,150000.0,Departamento
2.0,1.0,2.0,61.0,56.0,190000.0,Departamento
3.0,2.0,1.0,65.0,56.0,145000.0,Departamento
3.0,2.0,2.0,60.0,56.0,164600.0,Departamento
3.0,2.0,1.0,56.0,56.0,98000.0,Departamento
1.0,1.0,1.0,65.0,56.0,156960.0,Departamento
3.0,2.0,1.0,61.0,56.0,238000.0,Departamento
1.0,1.0,1.0,65.0,56.0,156000.0,Departamento
1.0,1.0,1.0,65.0,56.0,156000.0,Departamento
2.0,1.0,1.0,61.0,55.0,112336.0,Departamento
2.0,1.0,1.0,61.0,55.0,114949.0,Departamento
2.0,1.0,1.0,61.0,55.0,117561.0,Departamento
2.0,1.0,1.0,61.0,55.0,107111.0,Departamento
1.0,1.0,1.0,65.0,56.0,156000.0,Departamento
2.0,1.0,1.0,79.0,56.0,172000.0,Departamento
2.0,1.0,1.0,57.0,56.0,148000.0,Departamento
3.0,2.0,1.0,56.0,56.0,159000.0,Departamento
2.0,1.0,2.0,56.0,56.0,182000.0,Departamento
2.0,1.0,1.0,56.0,56.0,100000.0,Departamento
1.0,1.0,1.0,65.0,56.0,156960.0,Departamento
1.0,1.0,1.0,65.0,56.0,156000.0,Departamento
1.0,1.0,1.0,59.0,56.0,159000.0,Departamento
1.0,1.0,1.0,59.0,56.0,159000.0,Departamento
2.0,1.0,2.0,68.0,56.0,348000.0,Departamento
3.0,2.0,1.0,65.0,56.0,217000.0,Departamento
3.0,2.0,1.0,56.0,56.0,189000.0,Departamento
2.0,1.0,2.0,60.0,56.0,215000.0,Departamento
3.0,2.0,1.0,66.0,56.0,155000.0,Departamento
3.0,2.0,1.0,60.0,56.0,185000.0,Departamento
3.0,2.0,1.0,60.0,56.0,150000.0,Departamento
3.0,2.0,1.0,58.0,56.0,145000.0,Departamento
3.0,2.0,2.0,64.0,56.0,170000.0,Departamento
1.0,1.0,1.0,66.0,57.0,157000.0,Departamento
3.0,2.0,2.0,67.0,57.0,158600.0,Departamento
3.0,2.0,2.0,60.0,57.0,239999.0,Departamento
3.0,2.0,2.0,67.0,57.0,163200.0,Departamento
3.0,2.0,2.0,67.0,57.0,158250.0,Departamento
3.0,2.0,1.0,57.0,57.0,145000.0,Departamento
3.0,2.0,1.0,65.0,57.0,255000.0,Departamento
3.0,2.0,2.0,67.0,57.0,161600.0,Departamento
3.0,2.0,2.0,119.0,57.0,250000.0,Departamento
3.0,2.0,2.0,67.0,57.0,159250.0,Departamento
2.0,1.0,2.0,67.0,57.0,185500.0,Departamento
2.0,1.0,1.0,57.0,57.0,120000.0,Departamento
3.0,2.0,2.0,70.0,57.0,250000.0,Departamento
3.0,2.0,1.0,57.0,57.0,185000.0,Departamento
2.0,1.0,1.0,62.0,57.0,157000.0,Departamento
3.0,2.0,2.0,67.0,57.0,159600.0,Departamento
3.0,2.0,1.0,57.0,57.0,130000.0,Departamento
3.0,2.0,2.0,67.0,57.0,158900.0,Departamento
3.0,2.0,1.0,82.0,57.0,235000.0,Departamento
3.0,2.0,2.0,62.0,57.0,124572.0,Departamento
3.0,2.0,2.0,62.0,57.0,137851.0,Departamento
3.0,2.0,1.0,57.0,57.0,155000.0,Departamento
3.0,2.0,2.0,62.0,57.0,132792.0,Departamento
3.0,2.0,2.0,62.0,57.0,129631.0,Departamento
3.0,2.0,2.0,62.0,57.0,123307.0,Departamento
3.0,2.0,2.0,62.0,57.0,135322.0,Departamento
2.0,1.0,2.0,57.0,57.0,305000.0,Departamento
2.0,1.0,1.0,57.0,57.0,149000.0,Departamento
3.0,2.0,1.0,64.0,57.0,175000.0,Departamento
3.0,2.0,1.0,60.0,57.0,179000.0,Departamento
3.0,2.0,2.0,58.0,57.0,117000.0,Departamento
3.0,2.0,1.0,63.0,57.0,135000.0,Departamento
3.0,2.0,1.0,57.0,57.0,125000.0,Departamento
4.0,3.0,1.0,62.0,57.0,120000.0,Departamento
3.0,2.0,1.0,57.0,57.0,275000.0,Departamento
2.0,1.0,2.0,55.0,55.0,135000.0,Departamento
3.0,2.0,1.0,57.0,57.0,225000.0,Departamento
3.0,2.0,1.0,60.0,57.0,95000.0,Departamento
2.0,1.0,2.0,57.0,57.0,190000.0,Departamento
2.0,1.0,1.0,57.0,57.0,90000.0,Departamento
3.0,2.0,1.0,60.0,57.0,155000.0,Departamento
2.0,1.0,2.0,126.0,57.0,240376.0,Departamento
3.0,2.0,1.0,57.0,57.0,161900.0,Departamento
3.0,2.0,2.0,70.0,57.0,250000.0,Departamento
3.0,2.0,1.0,64.0,57.0,178000.0,Departamento
3.0,2.0,1.0,68.0,57.0,135000.0,Departamento
3.0,2.0,1.0,59.0,57.0,150000.0,Departamento
3.0,2.0,2.0,98.0,57.0,211000.0,Departamento
3.0,2.0,1.0,57.0,57.0,120000.0,Departamento
3.0,2.0,1.0,90.0,57.0,165000.0,Departamento
3.0,2.0,1.0,68.0,57.0,135000.0,Departamento
3.0,2.0,2.0,63.0,57.0,120000.0,Departamento
2.0,1.0,2.0,73.0,57.0,136000.0,Departamento
3.0,2.0,2.0,63.0,57.0,200000.0,Departamento
2.0,1.0,2.0,98.0,57.0,212278.0,Departamento
3.0,2.0,1.0,63.0,57.0,143000.0,Departamento
3.0,2.0,1.0,57.0,57.0,175000.0,Departamento
2.0,1.0,1.0,68.0,57.0,263550.0,Departamento
3.0,2.0,1.0,60.0,57.0,180000.0,Departamento
2.0,1.0,2.0,62.0,57.0,280000.0,Departamento
2.0,1.0,2.0,57.0,57.0,305000.0,Departamento
2.0,1.0,1.0,68.0,57.0,267750.0,Departamento
2.0,1.0,1.0,75.0,57.0,242406.0,Departamento
2.0,1.0,1.0,68.0,57.0,263550.0,Departamento
1.0,1.0,1.0,66.0,57.0,157000.0,Departamento
3.0,2.0,1.0,60.0,57.0,198000.0,Departamento
2.0,1.0,1.0,57.0,57.0,365000.0,Departamento
3.0,2.0,1.0,57.0,57.0,179000.0,Departamento
2.0,1.0,2.0,65.0,57.0,203521.0,Departamento
3.0,2.0,1.0,57.0,57.0,145000.0,Departamento
3.0,2.0,1.0,66.0,57.0,216000.0,Departamento
2.0,1.0,2.0,81.0,55.0,180000.0,Departamento
3.0,2.0,1.0,100.0,55.0,239000.0,Departamento
2.0,1.0,2.0,60.0,55.0,255000.0,Departamento
3.0,2.0,1.0,54.0,54.0,65000.0,Departamento
3.0,2.0,1.0,57.0,54.0,138000.0,Departamento
3.0,2.0,1.0,57.0,54.0,138000.0,Departamento
3.0,2.0,1.0,54.0,54.0,135000.0,Departamento
3.0,2.0,1.0,57.0,54.0,129037.0,Departamento
3.0,2.0,1.0,57.0,54.0,145374.0,Departamento
2.0,1.0,1.0,54.0,54.0,285000.0,Departamento
3.0,2.0,1.0,64.0,54.0,139000.0,Departamento
3.0,2.0,1.0,57.0,54.0,126456.0,Departamento
2.0,1.0,1.0,54.0,54.0,109000.0,Departamento
2.0,1.0,1.0,54.0,54.0,110000.0,Departamento
2.0,1.0,1.0,54.0,54.0,109000.0,Departamento
3.0,2.0,2.0,54.0,54.0,165000.0,Departamento
3.0,2.0,2.0,54.0,54.0,165000.0,Departamento
3.0,2.0,1.0,57.0,54.0,142524.0,Departamento
1.0,1.0,1.0,54.0,54.0,265000.0,Departamento
2.0,1.0,1.0,54.0,54.0,315000.0,Departamento
2.0,1.0,1.0,54.0,54.0,285000.0,Departamento
3.0,2.0,1.0,55.0,55.0,180000.0,Departamento
3.0,2.0,1.0,80.0,55.0,145000.0,Departamento
3.0,2.0,2.0,71.0,55.0,205000.0,Departamento
3.0,2.0,1.0,60.0,55.0,138000.0,Departamento
2.0,1.0,1.0,54.0,54.0,109000.0,Departamento
3.0,2.0,1.0,58.0,54.0,125000.0,Departamento
3.0,2.0,1.0,59.0,54.0,159000.0,Departamento
2.0,1.0,1.0,54.0,54.0,110000.0,Departamento
2.0,1.0,1.0,112.0,54.0,236000.0,Departamento
3.0,2.0,1.0,61.0,54.0,170000.0,Departamento
3.0,2.0,1.0,58.0,54.0,170000.0,Departamento
2.0,1.0,2.0,60.0,54.0,330000.0,Departamento
3.0,2.0,1.0,57.0,54.0,268000.0,Departamento
2.0,1.0,1.0,91.0,55.0,234500.0,Departamento
3.0,2.0,1.0,57.0,54.0,179000.0,Departamento
3.0,2.0,1.0,54.0,54.0,169000.0,Departamento
3.0,2.0,1.0,64.0,54.0,195000.0,Departamento
2.0,1.0,2.0,122.0,54.0,245000.0,Departamento
2.0,1.0,1.0,58.0,54.0,199916.0,Departamento
2.0,1.0,1.0,58.0,54.0,198916.0,Departamento
2.0,1.0,1.0,58.0,54.0,200916.0,Departamento
3.0,2.0,1.0,54.0,54.0,73000.0,Departamento
2.0,1.0,2.0,122.0,54.0,255000.0,Departamento
3.0,2.0,1.0,55.0,54.0,140000.0,Departamento
3.0,2.0,2.0,54.0,54.0,165000.0,Departamento
3.0,2.0,2.0,54.0,54.0,175000.0,Departamento
3.0,2.0,1.0,69.0,54.0,195000.0,Departamento
2.0,1.0,2.0,74.0,54.0,226000.0,Departamento
3.0,2.0,1.0,56.0,54.0,159000.0,Departamento
3.0,2.0,1.0,57.0,54.0,138000.0,Departamento
3.0,2.0,2.0,54.0,54.0,165000.0,Departamento
3.0,2.0,1.0,57.0,54.0,160000.0,Departamento
3.0,2.0,1.0,59.0,54.0,140000.0,Departamento
3.0,2.0,1.0,57.0,54.0,180000.0,Departamento
3.0,2.0,1.0,54.0,54.0,160000.0,Departamento
1.0,1.0,1.0,62.0,54.0,218000.0,Departamento
1.0,1.0,1.0,54.0,54.0,140000.0,Departamento
3.0,2.0,1.0,58.0,54.0,118000.0,Departamento
2.0,1.0,1.0,59.0,54.0,140000.0,Departamento
2.0,1.0,2.0,59.0,54.0,159999.0,Departamento
3.0,2.0,1.0,61.0,54.0,135000.0,Departamento
3.0,2.0,1.0,59.0,54.0,163075.0,Departamento
3.0,2.0,1.0,54.0,54.0,150000.0,Departamento
3.0,2.0,1.0,58.0,54.0,125000.0,Departamento
2.0,1.0,2.0,65.0,54.0,144100.0,Departamento
3.0,2.0,1.0,54.0,54.0,143000.0,Departamento
3.0,2.0,1.0,78.0,54.0,214225.0,Departamento
3.0,2.0,1.0,54.0,54.0,92000.0,Departamento
3.0,2.0,1.0,62.0,54.0,138000.0,Departamento
1.0,1.0,1.0,62.0,54.0,218000.0,Departamento
3.0,2.0,2.0,62.0,57.0,120146.0,Departamento
2.0,1.0,2.0,60.0,55.0,225000.0,Departamento
2.0,1.0,1.0,55.0,55.0,135000.0,Departamento
2.0,1.0,1.0,55.0,55.0,175000.0,Departamento
2.0,1.0,1.0,55.0,55.0,175000.0,Departamento
2.0,1.0,2.0,55.0,55.0,190000.0,Departamento
2.0,1.0,2.0,55.0,55.0,179500.0,Departamento
2.0,1.0,1.0,59.0,55.0,148000.0,Departamento
2.0,1.0,1.0,55.0,55.0,180000.0,Departamento
3.0,2.0,1.0,55.0,55.0,185000.0,Departamento
3.0,2.0,1.0,55.0,55.0,155000.0,Departamento
3.0,2.0,1.0,55.0,55.0,148000.0,Departamento
2.0,1.0,1.0,75.0,55.0,158000.0,Departamento
3.0,2.0,1.0,55.0,55.0,125000.0,Departamento
3.0,2.0,1.0,55.0,55.0,98000.0,Departamento
2.0,1.0,2.0,66.0,55.0,168100.0,Departamento
3.0,2.0,1.0,55.0,55.0,105000.0,Departamento
3.0,2.0,1.0,55.0,55.0,105000.0,Departamento
2.0,1.0,1.0,55.0,55.0,176000.0,Departamento
2.0,1.0,1.0,83.0,55.0,204000.0,Departamento
2.0,1.0,1.0,61.0,55.0,148200.0,Departamento
3.0,1.0,1.0,57.0,55.0,165000.0,Departamento
2.0,1.0,2.0,55.0,55.0,160000.0,Departamento
2.0,1.0,2.0,63.0,55.0,95900.0,Departamento
3.0,2.0,1.0,55.0,55.0,100000.0,Departamento
2.0,1.0,2.0,55.0,55.0,359999.0,Departamento
2.0,1.0,1.0,60.0,55.0,325000.0,Departamento
2.0,1.0,1.0,59.0,55.0,334000.0,Departamento
2.0,1.0,1.0,55.0,55.0,167000.0,Departamento
2.0,1.0,1.0,55.0,55.0,87000.0,Departamento
3.0,2.0,1.0,55.0,55.0,160000.0,Departamento
3.0,2.0,1.0,64.0,55.0,143000.0,Departamento
2.0,1.0,1.0,55.0,55.0,170000.0,Departamento
3.0,2.0,2.0,57.0,55.0,129097.0,Departamento
3.0,2.0,1.0,64.0,55.0,137990.0,Departamento
2.0,1.0,1.0,104.0,55.0,222040.0,Departamento
2.0,1.0,1.0,55.0,55.0,108000.0,Departamento
2.0,1.0,1.0,60.0,55.0,225000.0,Departamento
3.0,2.0,1.0,55.0,55.0,165000.0,Departamento
3.0,2.0,1.0,55.0,55.0,120000.0,Departamento
3.0,2.0,1.0,60.0,55.0,175000.0,Departamento
3.0,2.0,2.0,57.0,55.0,197000.0,Departamento
2.0,1.0,1.0,68.0,55.0,188968.0,Departamento
3.0,2.0,1.0,55.0,55.0,190000.0,Departamento
2.0,1.0,2.0,55.0,55.0,190000.0,Departamento
3.0,2.0,1.0,55.0,55.0,185000.0,Departamento
3.0,2.0,1.0,65.0,55.0,160000.0,Departamento
2.0,1.0,1.0,55.0,55.0,200000.0,Departamento
2.0,1.0,1.0,59.0,55.0,169000.0,Departamento
3.0,2.0,1.0,55.0,55.0,130000.0,Departamento
2.0,1.0,2.0,63.0,55.0,245000.0,Departamento
2.0,1.0,2.0,63.0,55.0,210000.0,Departamento
3.0,1.0,1.0,57.0,55.0,165000.0,Departamento
2.0,1.0,1.0,95.0,55.0,160000.0,Departamento
2.0,1.0,2.0,55.0,55.0,185000.0,Departamento
3.0,2.0,1.0,60.0,55.0,235000.0,Departamento
2.0,1.0,2.0,63.0,55.0,210000.0,Departamento
2.0,1.0,1.0,55.0,55.0,145000.0,Departamento
3.0,2.0,2.0,55.0,55.0,120000.0,Departamento
2.0,1.0,2.0,55.0,55.0,169900.0,Departamento
3.0,2.0,1.0,55.0,55.0,140000.0,Departamento
3.0,2.0,1.0,55.0,55.0,185000.0,Departamento
2.0,1.0,1.0,55.0,55.0,225000.0,Departamento
3.0,2.0,1.0,55.0,55.0,185000.0,Departamento
2.0,1.0,1.0,55.0,55.0,205000.0,Departamento
2.0,1.0,1.0,55.0,55.0,245000.0,Departamento
3.0,2.0,1.0,60.0,55.0,140000.0,Departamento
3.0,2.0,1.0,130.0,55.0,174800.0,Departamento
2.0,1.0,1.0,61.0,55.0,255000.0,Departamento
2.0,1.0,1.0,62.0,55.0,225000.0,Departamento
2.0,1.0,1.0,62.0,55.0,230000.0,Departamento
2.0,1.0,1.0,71.0,55.0,252500.0,Departamento
2.0,1.0,2.0,63.0,55.0,245000.0,Departamento
2.0,1.0,1.0,62.0,55.0,110000.0,Departamento
3.0,2.0,1.0,140.0,54.0,295000.0,Departamento
2.0,1.0,1.0,57.0,57.0,120000.0,Departamento
3.0,2.0,1.0,57.0,57.0,144000.0,Departamento
3.0,2.0,1.0,68.0,60.0,227000.0,Departamento
3.0,2.0,1.0,70.0,60.0,192000.0,Departamento
3.0,2.0,1.0,66.0,60.0,150000.0,Departamento
3.0,2.0,1.0,60.0,60.0,139000.0,Departamento
3.0,2.0,1.0,67.0,60.0,130000.0,Departamento
3.0,2.0,1.0,60.0,60.0,133000.0,Departamento
1.0,1.0,1.0,65.0,60.0,225000.0,Departamento
3.0,2.0,2.0,119.0,60.0,205000.0,Departamento
3.0,2.0,1.0,66.0,60.0,149000.0,Departamento
3.0,2.0,1.0,68.0,60.0,225000.0,Departamento
3.0,2.0,1.0,65.0,60.0,190000.0,Departamento
3.0,2.0,1.0,68.0,60.0,255000.0,Departamento
3.0,2.0,1.0,60.0,60.0,225000.0,Departamento
3.0,2.0,1.0,60.0,60.0,175000.0,Departamento
3.0,2.0,2.0,68.0,60.0,204000.0,Departamento
3.0,2.0,1.0,60.0,60.0,157000.0,Departamento
3.0,1.0,2.0,67.0,60.0,340000.0,Departamento
3.0,2.0,1.0,60.0,60.0,179000.0,Departamento
3.0,2.0,1.0,60.0,60.0,159000.0,Departamento
2.0,1.0,1.0,63.0,60.0,330000.0,Departamento
3.0,2.0,2.0,73.0,60.0,410000.0,Departamento
3.0,2.0,1.0,66.0,60.0,120000.0,Departamento
3.0,2.0,1.0,60.0,60.0,74000.0,Departamento
3.0,2.0,1.0,67.0,60.0,189000.0,Departamento
3.0,2.0,1.0,60.0,60.0,79000.0,Departamento
3.0,2.0,1.0,67.0,60.0,189000.0,Departamento
3.0,2.0,1.0,65.0,60.0,155000.0,Departamento
3.0,2.0,2.0,63.0,60.0,179000.0,Departamento
3.0,2.0,1.0,64.0,60.0,270000.0,Departamento
2.0,1.0,2.0,63.0,60.0,165000.0,Departamento
3.0,2.0,1.0,60.0,60.0,179000.0,Departamento
3.0,2.0,1.0,60.0,60.0,80000.0,Departamento
3.0,2.0,1.0,73.0,60.0,192831.0,Departamento
3.0,2.0,1.0,72.0,60.0,207235.0,Departamento
3.0,2.0,1.0,73.0,60.0,196214.0,Departamento
3.0,2.0,2.0,65.0,60.0,233000.0,Departamento
3.0,2.0,2.0,62.0,60.0,229000.0,Departamento
3.0,2.0,1.0,62.0,60.0,143000.0,Departamento
3.0,2.0,2.0,75.0,60.0,322000.0,Departamento
3.0,2.0,2.0,60.0,60.0,229000.0,Departamento
3.0,2.0,2.0,60.0,60.0,229000.0,Departamento
3.0,2.0,1.0,60.0,60.0,169000.0,Departamento
1.0,1.0,1.0,60.0,60.0,200000.0,Departamento
3.0,2.0,2.0,75.0,60.0,294000.0,Departamento
3.0,2.0,1.0,68.0,60.0,130000.0,Departamento
3.0,2.0,1.0,60.0,60.0,250000.0,Departamento
2.0,1.0,2.0,71.0,60.0,268000.0,Departamento
3.0,2.0,1.0,60.0,60.0,183000.0,Departamento
2.0,1.0,1.0,60.0,60.0,160000.0,Departamento
3.0,2.0,2.0,75.0,60.0,285495.0,Departamento
3.0,2.0,2.0,60.0,60.0,137000.0,Departamento
3.0,2.0,1.0,60.0,60.0,103500.0,Departamento
3.0,2.0,1.0,70.0,60.0,192000.0,Departamento
3.0,2.0,2.0,120.0,60.0,155000.0,Departamento
3.0,2.0,1.0,60.0,60.0,125000.0,Departamento
3.0,2.0,1.0,60.0,60.0,128500.0,Departamento
3.0,2.0,1.0,60.0,60.0,125000.0,Departamento
3.0,2.0,1.0,74.0,60.0,180000.0,Departamento
2.0,1.0,2.0,60.0,60.0,225000.0,Departamento
1.0,1.0,1.0,65.0,60.0,225000.0,Departamento
3.0,2.0,1.0,60.0,60.0,270000.0,Departamento
3.0,2.0,1.0,70.0,60.0,192000.0,Departamento
3.0,2.0,1.0,60.0,60.0,165000.0,Departamento
2.0,1.0,1.0,66.0,60.0,199000.0,Departamento
2.0,1.0,2.0,60.0,60.0,370000.0,Departamento
3.0,2.0,1.0,68.0,60.0,227000.0,Departamento
3.0,2.0,1.0,81.0,60.0,235000.0,Departamento
2.0,1.0,2.0,70.0,60.0,253835.0,Departamento
3.0,2.0,1.0,60.0,60.0,135000.0,Departamento
3.0,2.0,1.0,65.0,60.0,210000.0,Departamento
2.0,1.0,2.0,67.0,60.0,185000.0,Departamento
3.0,2.0,1.0,65.0,60.0,265000.0,Departamento
3.0,2.0,1.0,65.0,61.0,210000.0,Departamento
3.0,2.0,2.0,65.0,61.0,239000.0,Departamento
3.0,2.0,2.0,61.0,61.0,140000.0,Departamento
2.0,1.0,2.0,68.0,61.0,360000.0,Departamento
2.0,1.0,1.0,65.0,61.0,410000.0,Departamento
3.0,2.0,1.0,65.0,61.0,210000.0,Departamento
2.0,1.0,1.0,79.0,61.0,199000.0,Departamento
3.0,2.0,2.0,64.0,61.0,169000.0,Departamento
3.0,2.0,1.0,77.0,61.0,209000.0,Departamento
3.0,2.0,2.0,141.0,61.0,295000.0,Departamento
4.0,3.0,1.0,63.0,61.0,189000.0,Departamento
3.0,2.0,2.0,65.0,61.0,210000.0,Departamento
3.0,2.0,1.0,61.0,61.0,98000.0,Departamento
3.0,2.0,2.0,64.0,61.0,169000.0,Departamento
4.0,3.0,2.0,76.0,61.0,155000.0,Departamento
3.0,2.0,2.0,70.0,61.0,170000.0,Departamento
3.0,2.0,1.0,64.0,61.0,158000.0,Departamento
3.0,2.0,2.0,66.0,62.0,230000.0,Departamento
3.0,2.0,1.0,78.0,62.0,275000.0,Departamento
2.0,1.0,1.0,68.0,62.0,370000.0,Departamento
3.0,2.0,1.0,70.0,62.0,245000.0,Departamento
3.0,2.0,2.0,67.0,62.0,347000.0,Departamento
3.0,2.0,1.0,62.0,62.0,160000.0,Departamento
3.0,2.0,1.0,62.0,62.0,245000.0,Departamento
3.0,2.0,2.0,80.0,62.0,310000.0,Departamento
3.0,2.0,2.0,67.0,62.0,347000.0,Departamento
3.0,2.0,2.0,67.0,62.0,235000.0,Departamento
3.0,2.0,2.0,68.0,62.0,260000.0,Departamento
3.0,2.0,2.0,68.0,62.0,255000.0,Departamento
3.0,2.0,2.0,62.0,62.0,120000.0,Departamento
3.0,2.0,2.0,62.0,62.0,125000.0,Departamento
2.0,1.0,1.0,61.0,61.0,135000.0,Departamento
3.0,2.0,1.0,72.0,61.0,145000.0,Departamento
3.0,2.0,2.0,60.0,60.0,210000.0,Departamento
2.0,1.0,1.0,77.0,61.0,180000.0,Departamento
3.0,2.0,1.0,61.0,61.0,172000.0,Departamento
3.0,2.0,1.0,69.0,60.0,147000.0,Departamento
3.0,2.0,1.0,65.0,60.0,107000.0,Departamento
3.0,2.0,1.0,60.0,60.0,79000.0,Departamento
3.0,2.0,1.0,60.0,60.0,130000.0,Departamento
4.0,3.0,1.0,112.0,60.0,118000.0,Departamento
3.0,2.0,1.0,60.0,60.0,115000.0,Departamento
3.0,2.0,1.0,63.0,60.0,130000.0,Departamento
3.0,2.0,1.0,64.0,60.0,215000.0,Departamento
3.0,2.0,2.0,102.0,60.0,295000.0,Departamento
3.0,2.0,1.0,65.0,60.0,265000.0,Departamento
