rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type
2.0,1.0,2.0,49.0,46.0,239000.0,Departamento
2.0,1.0,1.0,33.0,33.0,98000.0,Departamento
2.0,1.0,1.0,53.0,53.0,330000.0,Departamento
2.0,1.0,1.0,66.0,58.0,190000.0,Departamento
2.0,1.0,1.0,43.0,40.0,155000.0,Departamento
2.0,1.0,1.0,49.0,41.0,149000.0,Departamento
2.0,1.0,1.0,39.0,39.0,110000.0,Departamento
2.0,1.0,1.0,52.0,47.0,185000.0,Departamento
2.0,1.0,1.0,67.0,40.0,145000.0,Departamento
2.0,1.0,1.0,59.0,59.0,300000.0,Departamento
2.0,1.0,1.0,55.0,50.0,295000.0,Departamento
2.0,1.0,1.0,47.0,47.0,115000.0,Departamento
2.0,1.0,1.0,48.0,48.0,165000.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,40.0,40.0,190000.0,Departamento
2.0,1.0,2.0,64.0,64.0,209533.0,Departamento
2.0,1.0,2.0,65.0,54.0,210000.0,Departamento
2.0,1.0,1.0,40.0,40.0,165000.0,Departamento
2.0,1.0,1.0,37.0,35.0,130000.0,Departamento
2.0,1.0,2.0,62.0,62.0,209905.0,Departamento
2.0,1.0,2.0,99.0,66.0,236338.0,Departamento
2.0,1.0,1.0,59.0,54.0,195000.0,Departamento
2.0,1.0,2.0,59.0,50.0,190000.0,Departamento
2.0,1.0,2.0,103.0,89.0,235000.0,Departamento
1.0,1.0,1.0,31.0,28.0,99500.0,Departamento
2.0,1.0,1.0,50.0,47.0,142000.0,Departamento
2.0,1.0,1.0,70.0,40.0,125000.0,Departamento
2.0,1.0,1.0,52.0,46.0,159500.0,Departamento
2.0,1.0,1.0,61.0,51.0,211000.0,Departamento
2.0,1.0,2.0,66.0,66.0,219764.0,Departamento
2.0,1.0,1.0,45.0,45.0,230000.0,Departamento
2.0,1.0,1.0,42.0,42.0,119000.0,Departamento
2.0,1.0,1.0,55.0,51.0,200000.0,Departamento
2.0,1.0,1.0,63.0,47.0,205000.0,Departamento
2.0,1.0,1.0,36.0,32.0,130000.0,Departamento
2.0,1.0,1.0,52.0,48.0,188000.0,Departamento
2.0,1.0,1.0,41.0,38.0,120000.0,Departamento
2.0,1.0,2.0,67.0,57.0,165000.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,52.0,48.0,165000.0,Departamento
1.0,1.0,1.0,36.0,32.0,100000.0,Departamento
3.0,1.0,1.0,56.0,56.0,145000.0,Departamento
2.0,1.0,1.0,52.0,48.0,165000.0,Departamento
2.0,1.0,1.0,52.0,48.0,166000.0,Departamento
2.0,1.0,1.0,32.0,32.0,85000.0,Departamento
2.0,1.0,1.0,66.0,58.0,190000.0,Departamento
2.0,1.0,1.0,37.0,35.0,130000.0,Departamento
2.0,1.0,1.0,36.0,32.0,130000.0,Departamento
2.0,1.0,1.0,52.0,47.0,185000.0,Departamento
2.0,1.0,1.0,29.0,29.0,97000.0,Departamento
2.0,1.0,1.0,55.0,52.0,192000.0,Departamento
2.0,1.0,1.0,50.0,47.0,142000.0,Departamento
2.0,1.0,1.0,40.0,40.0,110000.0,Departamento
2.0,1.0,1.0,59.0,51.0,265000.0,Departamento
2.0,1.0,1.0,92.0,42.0,166000.0,Departamento
2.0,1.0,1.0,55.0,52.0,192000.0,Departamento
2.0,1.0,1.0,63.0,58.0,255000.0,Departamento
2.0,1.0,1.0,42.0,40.0,115000.0,Departamento
2.0,1.0,1.0,42.0,42.0,130000.0,Departamento
2.0,1.0,1.0,51.0,42.0,240000.0,Departamento
2.0,1.0,1.0,43.0,40.0,155000.0,Departamento
2.0,1.0,1.0,53.0,53.0,320000.0,Departamento
2.0,1.0,1.0,50.0,46.0,107500.0,Departamento
2.0,1.0,1.0,42.0,42.0,97400.0,Departamento
2.0,1.0,1.0,73.0,70.0,285000.0,Departamento
4.0,3.0,2.0,73.0,66.0,245000.0,Departamento
4.0,3.0,2.0,111.0,100.0,294500.0,Departamento
2.0,1.0,1.0,38.0,35.0,105573.0,Departamento
2.0,1.0,1.0,56.0,42.0,142000.0,Departamento
2.0,1.0,1.0,38.0,35.0,103573.0,Departamento
2.0,1.0,1.0,50.0,47.0,150000.0,Departamento
2.0,1.0,1.0,41.0,39.0,113000.0,Departamento
2.0,1.0,1.0,105.0,82.0,300000.0,Departamento
2.0,1.0,1.0,54.0,42.0,115000.0,Departamento
2.0,1.0,1.0,50.0,44.0,170000.0,Departamento
2.0,1.0,1.0,73.0,73.0,226000.0,Departamento
2.0,1.0,1.0,34.0,34.0,79000.0,Departamento
2.0,1.0,1.0,58.0,45.0,104900.0,Departamento
2.0,1.0,1.0,48.0,44.0,120000.0,Departamento
2.0,1.0,1.0,41.0,39.0,113000.0,Departamento
2.0,1.0,1.0,47.0,45.0,145000.0,Departamento
2.0,1.0,1.0,37.0,36.0,109000.0,Departamento
1.0,1.0,1.0,32.0,32.0,89900.0,Departamento
2.0,1.0,1.0,41.0,41.0,95000.0,Departamento
2.0,1.0,1.0,69.0,69.0,88500.0,Departamento
1.0,1.0,1.0,50.0,50.0,120000.0,Departamento
2.0,1.0,1.0,52.0,46.0,155000.0,Departamento
1.0,1.0,1.0,28.0,28.0,84000.0,Departamento
2.0,1.0,1.0,47.0,45.0,93000.0,Departamento
2.0,1.0,1.0,46.0,34.0,109000.0,Departamento
1.0,1.0,1.0,39.0,34.0,93000.0,Departamento
2.0,1.0,1.0,55.0,47.0,104600.0,Departamento
2.0,1.0,1.0,64.0,55.0,152000.0,Departamento
2.0,1.0,1.0,46.0,41.0,129000.0,Departamento
1.0,1.0,1.0,39.0,34.0,94000.0,Departamento
1.0,1.0,1.0,39.0,34.0,102240.0,Departamento
1.0,1.0,1.0,44.0,38.0,110000.0,Departamento
2.0,1.0,1.0,48.0,48.0,47000.0,Departamento
2.0,1.0,1.0,43.0,41.0,176000.0,Departamento
2.0,1.0,1.0,61.0,53.0,210000.0,Departamento
2.0,1.0,1.0,30.0,30.0,80000.0,Departamento
2.0,1.0,1.0,65.0,46.0,97000.0,Departamento
2.0,1.0,1.0,83.0,43.0,170000.0,Departamento
1.0,1.0,1.0,38.0,34.0,139000.0,Departamento
1.0,1.0,1.0,35.0,35.0,119000.0,Departamento
2.0,1.0,1.0,55.0,51.0,225000.0,Departamento
2.0,1.0,1.0,33.0,33.0,105100.0,Departamento
2.0,1.0,2.0,80.0,75.0,295000.0,Departamento
2.0,1.0,1.0,42.0,39.0,143000.0,Departamento
2.0,1.0,1.0,48.0,40.0,110000.0,Departamento
2.0,1.0,2.0,50.0,45.0,159000.0,Departamento
2.0,1.0,1.0,65.0,48.0,167500.0,Departamento
2.0,1.0,1.0,30.0,30.0,83000.0,Departamento
2.0,1.0,1.0,48.0,48.0,85000.0,Departamento
2.0,1.0,1.0,48.0,36.0,110000.0,Departamento
2.0,1.0,1.0,40.0,36.0,94900.0,Departamento
1.0,1.0,1.0,30.0,30.0,117000.0,Departamento
2.0,1.0,1.0,68.0,59.0,188200.0,Departamento
1.0,1.0,1.0,25.0,25.0,66000.0,Departamento
2.0,1.0,1.0,32.0,32.0,70000.0,Departamento
2.0,1.0,1.0,28.0,28.0,65000.0,Departamento
2.0,1.0,1.0,58.0,55.0,245000.0,Departamento
2.0,1.0,1.0,42.0,42.0,74900.0,Departamento
2.0,1.0,1.0,30.0,30.0,148000.0,Departamento
2.0,1.0,1.0,30.0,30.0,98000.0,Departamento
1.0,1.0,1.0,25.0,23.0,59900.0,Departamento
2.0,1.0,1.0,48.0,46.0,79000.0,Departamento
2.0,1.0,1.0,48.0,42.0,149000.0,Departamento
1.0,1.0,1.0,36.0,32.0,138000.0,Departamento
2.0,1.0,1.0,49.0,43.0,206500.0,Departamento
2.0,1.0,,34.0,34.0,90000.0,Departamento
1.0,1.0,1.0,32.0,30.0,118500.0,Departamento
1.0,1.0,,26.0,26.0,75000.0,Departamento
1.0,1.0,1.0,36.0,32.0,134500.0,Departamento
1.0,1.0,1.0,36.0,32.0,141500.0,Departamento
2.0,1.0,1.0,39.0,35.0,112000.0,Departamento
2.0,1.0,1.0,31.0,31.0,72000.0,Departamento
3.0,2.0,1.0,65.0,58.0,112000.0,Departamento
3.0,2.0,1.0,65.0,52.0,123000.0,Departamento
3.0,2.0,1.0,55.0,55.0,49000.0,Departamento
3.0,2.0,1.0,116.0,64.0,249000.0,Departamento
3.0,2.0,1.0,68.0,63.0,155000.0,Departamento
3.0,2.0,1.0,55.0,54.0,135000.0,Departamento
3.0,2.0,1.0,58.0,58.0,162000.0,Departamento
3.0,2.0,1.0,54.0,54.0,112000.0,Departamento
4.0,2.0,2.0,70.0,70.0,125000.0,Departamento
3.0,2.0,1.0,43.0,43.0,103000.0,Departamento
3.0,2.0,,84.0,84.0,175000.0,Departamento
3.0,2.0,1.0,66.0,60.0,109000.0,Departamento
3.0,2.0,1.0,102.0,69.0,210000.0,Departamento
3.0,2.0,1.0,81.0,81.0,129900.0,Departamento
3.0,2.0,,67.0,67.0,215000.0,Departamento
3.0,2.0,1.0,76.0,70.0,140000.0,Departamento
3.0,2.0,1.0,70.0,60.0,220000.0,Departamento
3.0,2.0,1.0,116.0,64.0,249000.0,Departamento
3.0,2.0,1.0,57.0,57.0,142000.0,Departamento
4.0,3.0,2.0,88.0,84.0,250000.0,Departamento
4.0,3.0,2.0,118.0,108.0,265000.0,Departamento
4.0,3.0,1.0,103.0,95.0,185000.0,Departamento
3.0,2.0,1.0,39.0,39.0,106000.0,Departamento
3.0,2.0,2.0,101.0,89.0,319000.0,Departamento
3.0,2.0,1.0,92.0,73.0,195000.0,Departamento
4.0,3.0,2.0,103.0,94.0,270000.0,Departamento
3.0,2.0,1.0,53.0,53.0,120000.0,Departamento
3.0,2.0,1.0,61.0,57.0,93000.0,Departamento
3.0,2.0,1.0,44.0,44.0,85000.0,Departamento
3.0,2.0,1.0,51.0,45.0,175000.0,Departamento
3.0,2.0,2.0,100.0,90.0,360000.0,Departamento
3.0,2.0,1.0,128.0,75.0,273734.0,Departamento
3.0,2.0,1.0,59.0,59.0,138000.0,Departamento
3.0,2.0,1.0,55.0,49.0,143000.0,Departamento
3.0,2.0,1.0,82.0,82.0,249000.0,Departamento
3.0,2.0,1.0,55.0,54.0,175000.0,Departamento
3.0,2.0,1.0,75.0,68.0,215000.0,Departamento
3.0,2.0,1.0,68.0,65.0,162000.0,Departamento
3.0,2.0,2.0,104.0,93.0,348000.0,Departamento
3.0,2.0,2.0,106.0,95.0,350000.0,Departamento
3.0,2.0,1.0,58.0,55.0,139000.0,Departamento
3.0,2.0,1.0,75.0,75.0,220000.0,Departamento
3.0,2.0,1.0,66.0,61.0,155000.0,Departamento
3.0,2.0,1.0,110.0,110.0,185000.0,Departamento
3.0,2.0,2.0,100.0,68.0,240000.0,Departamento
3.0,2.0,1.0,80.0,80.0,189000.0,Departamento
3.0,2.0,2.0,78.0,72.0,258000.0,Departamento
3.0,2.0,1.0,95.0,71.0,179900.0,Departamento
3.0,2.0,1.0,94.0,75.0,199000.0,Departamento
3.0,2.0,2.0,63.0,56.0,165000.0,Departamento
3.0,2.0,1.0,56.0,52.0,167000.0,Departamento
3.0,2.0,2.0,133.0,77.0,378000.0,Departamento
3.0,2.0,1.0,57.0,50.0,129000.0,Departamento
3.0,2.0,1.0,66.0,66.0,149000.0,Departamento
3.0,2.0,1.0,64.0,53.0,109500.0,Departamento
3.0,2.0,2.0,108.0,101.0,294000.0,Departamento
3.0,2.0,1.0,69.0,53.0,108000.0,Departamento
3.0,2.0,2.0,108.0,96.0,260000.0,Departamento
3.0,2.0,2.0,84.0,77.0,170000.0,Departamento
3.0,2.0,2.0,84.0,77.0,170000.0,Departamento
3.0,2.0,2.0,95.0,87.0,329500.0,Departamento
3.0,2.0,1.0,42.0,42.0,78000.0,Departamento
4.0,3.0,2.0,99.0,95.0,230000.0,Departamento
4.0,3.0,2.0,91.0,91.0,260000.0,Departamento
4.0,3.0,2.0,101.0,101.0,250000.0,Departamento
4.0,3.0,2.0,110.0,95.0,298000.0,Departamento
4.0,3.0,3.0,130.0,122.0,359900.0,Departamento
4.0,3.0,2.0,124.0,124.0,215000.0,Departamento
4.0,3.0,1.0,72.0,64.0,232000.0,Departamento
4.0,3.0,1.0,130.0,122.0,169000.0,Departamento
3.0,3.0,3.0,88.0,82.0,360000.0,Departamento
4.0,3.0,2.0,100.0,94.0,330000.0,Departamento
4.0,3.0,3.0,115.0,105.0,345000.0,Departamento
4.0,3.0,3.0,133.0,113.0,290000.0,Departamento
4.0,3.0,2.0,114.0,107.0,270000.0,Departamento
4.0,3.0,3.0,144.0,118.0,350000.0,Departamento
4.0,3.0,1.0,56.0,54.0,140000.0,Departamento
4.0,3.0,1.0,50.0,50.0,125000.0,Departamento
4.0,3.0,1.0,66.0,66.0,138000.0,Departamento
4.0,3.0,2.0,77.0,69.0,229000.0,Departamento
4.0,3.0,2.0,80.0,80.0,249000.0,Departamento
4.0,3.0,3.0,122.0,110.0,405000.0,Departamento
4.0,3.0,3.0,122.0,110.0,405000.0,Departamento
4.0,3.0,2.0,88.0,80.0,290000.0,Departamento
3.0,2.0,1.0,81.0,75.0,169800.0,Departamento
3.0,2.0,1.0,50.0,50.0,139000.0,Departamento
3.0,2.0,1.0,56.0,52.0,145000.0,Departamento
3.0,2.0,1.0,64.0,61.0,133000.0,Departamento
3.0,2.0,1.0,90.0,81.0,260000.0,Departamento
3.0,2.0,2.0,82.0,79.0,228000.0,Departamento
3.0,2.0,2.0,86.0,80.0,230000.0,Departamento
3.0,2.0,1.0,78.0,62.0,149000.0,Departamento
3.0,2.0,1.0,61.0,57.0,145000.0,Departamento
3.0,2.0,1.0,50.0,44.0,140000.0,Departamento
3.0,2.0,2.0,71.0,63.0,210000.0,Departamento
3.0,2.0,1.0,72.0,65.0,198000.0,Departamento
3.0,2.0,2.0,70.0,70.0,140000.0,Departamento
3.0,2.0,1.0,45.0,41.0,89000.0,Departamento
3.0,2.0,1.0,52.0,52.0,120000.0,Departamento
3.0,2.0,1.0,45.0,41.0,89000.0,Departamento
3.0,2.0,1.0,84.0,64.0,199000.0,Departamento
3.0,2.0,1.0,90.0,81.0,260000.0,Departamento
3.0,2.0,1.0,65.0,58.0,127000.0,Departamento
3.0,2.0,2.0,60.0,57.0,175000.0,Departamento
3.0,2.0,1.0,61.0,57.0,145000.0,Departamento
3.0,2.0,1.0,73.0,68.0,205000.0,Departamento
3.0,2.0,2.0,90.0,65.0,239000.0,Departamento
3.0,2.0,1.0,54.0,50.0,215000.0,Departamento
3.0,2.0,1.0,72.0,65.0,198000.0,Departamento
3.0,2.0,1.0,54.0,54.0,94500.0,Departamento
3.0,2.0,1.0,53.0,50.0,115000.0,Departamento
3.0,2.0,2.0,88.0,80.0,110000.0,Departamento
3.0,2.0,1.0,64.0,56.0,155000.0,Departamento
3.0,2.0,1.0,58.0,55.0,138000.0,Departamento
3.0,2.0,1.0,72.0,70.0,179900.0,Departamento
4.0,3.0,3.0,98.0,87.0,245000.0,Departamento
2.0,1.0,1.0,46.0,42.0,92000.0,Departamento
2.0,1.0,1.0,49.0,44.0,139000.0,Departamento
2.0,1.0,1.0,50.0,50.0,140000.0,Departamento
2.0,1.0,1.0,55.0,55.0,185000.0,Departamento
2.0,1.0,1.0,42.0,42.0,100000.0,Departamento
1.0,1.0,,23.0,23.0,72000.0,Departamento
1.0,1.0,1.0,54.0,51.0,115000.0,Departamento
2.0,1.0,1.0,87.0,60.0,244900.0,Departamento
2.0,1.0,1.0,42.0,42.0,137000.0,Departamento
2.0,1.0,1.0,45.0,41.0,145000.0,Departamento
2.0,1.0,1.0,52.0,42.0,265000.0,Departamento
2.0,1.0,1.0,35.0,35.0,123000.0,Departamento
1.0,1.0,1.0,50.0,50.0,186000.0,Departamento
1.0,1.0,1.0,38.0,38.0,128000.0,Departamento
2.0,1.0,1.0,43.0,43.0,185000.0,Departamento
2.0,1.0,1.0,26.0,24.0,63000.0,Departamento
1.0,1.0,1.0,23.0,23.0,62000.0,Departamento
1.0,1.0,,14.0,14.0,27000.0,Departamento
2.0,1.0,1.0,38.0,38.0,68000.0,Departamento
2.0,1.0,1.0,50.0,45.0,280000.0,Departamento
2.0,1.0,1.0,63.0,60.0,125000.0,Departamento
1.0,1.0,1.0,23.0,22.0,70500.0,Departamento
1.0,1.0,1.0,34.0,34.0,110000.0,Departamento
2.0,1.0,1.0,42.0,42.0,137000.0,Departamento
2.0,1.0,1.0,36.0,36.0,90000.0,Departamento
2.0,1.0,1.0,50.0,44.0,158000.0,Departamento
2.0,1.0,1.0,38.0,38.0,74900.0,Departamento
2.0,1.0,1.0,67.0,57.0,239000.0,Departamento
1.0,1.0,1.0,42.0,42.0,290000.0,Departamento
1.0,1.0,1.0,33.0,30.0,95000.0,Departamento
2.0,1.0,1.0,48.0,44.0,142000.0,Departamento
1.0,1.0,1.0,42.0,30.0,75000.0,Departamento
2.0,1.0,1.0,54.0,44.0,158000.0,Departamento
2.0,1.0,1.0,42.0,42.0,137000.0,Departamento
2.0,1.0,1.0,35.0,35.0,96500.0,Departamento
2.0,1.0,1.0,33.0,31.0,122000.0,Departamento
4.0,3.0,2.0,71.0,63.0,259000.0,Departamento
4.0,3.0,2.0,90.0,82.0,330000.0,Departamento
4.0,3.0,1.0,144.0,118.0,350000.0,Departamento
4.0,3.0,2.0,78.0,78.0,134000.0,Departamento
4.0,3.0,2.0,75.0,75.0,195000.0,Departamento
4.0,3.0,1.0,84.0,76.0,300000.0,Departamento
4.0,3.0,3.0,115.0,105.0,345000.0,Departamento
4.0,3.0,3.0,115.0,105.0,345000.0,Departamento
4.0,3.0,1.0,56.0,54.0,140000.0,Departamento
4.0,3.0,1.0,100.0,90.0,128000.0,Departamento
4.0,3.0,2.0,110.0,110.0,295000.0,Departamento
1.0,1.0,1.0,27.0,27.0,70000.0,Departamento
1.0,1.0,1.0,48.0,48.0,115000.0,Departamento
3.0,2.0,1.0,63.0,54.0,175000.0,Departamento
3.0,2.0,2.0,71.0,67.0,245000.0,Departamento
3.0,2.0,2.0,82.0,79.0,228000.0,Departamento
2.0,1.0,1.0,41.0,31.0,146000.0,Departamento
2.0,1.0,1.0,41.0,41.0,125600.0,Departamento
1.0,1.0,1.0,43.0,37.0,151500.0,Departamento
1.0,1.0,1.0,43.0,37.0,151500.0,Departamento
2.0,1.0,1.0,31.0,31.0,114300.0,Departamento
2.0,1.0,1.0,57.0,46.0,181800.0,Departamento
2.0,1.0,1.0,41.0,41.0,130700.0,Departamento
2.0,1.0,1.0,57.0,46.0,196100.0,Departamento
2.0,1.0,1.0,40.0,40.0,130000.0,Departamento
1.0,1.0,1.0,35.0,34.0,135500.0,Departamento
2.0,1.0,1.0,42.0,38.0,169000.0,Departamento
2.0,1.0,1.0,57.0,57.0,145000.0,Departamento
1.0,1.0,1.0,24.0,24.0,85000.0,Departamento
2.0,1.0,1.0,47.0,47.0,115000.0,Departamento
1.0,1.0,1.0,43.0,38.0,170000.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,57.0,46.0,203200.0,Departamento
2.0,1.0,1.0,43.0,35.0,105000.0,Departamento
2.0,1.0,1.0,58.0,49.0,185000.0,Departamento
2.0,1.0,1.0,43.0,40.0,109000.0,Departamento
2.0,1.0,1.0,31.0,31.0,95000.0,Departamento
1.0,1.0,1.0,48.0,32.0,160000.0,Departamento
1.0,1.0,1.0,31.0,28.0,135000.0,Departamento
1.0,1.0,1.0,25.0,25.0,95000.0,Departamento
2.0,1.0,1.0,41.0,41.0,140950.0,Departamento
2.0,1.0,1.0,37.0,37.0,129000.0,Departamento
2.0,1.0,1.0,45.0,45.0,95000.0,Departamento
2.0,1.0,1.0,57.0,46.0,192500.0,Departamento
1.0,1.0,1.0,43.0,37.0,151500.0,Departamento
1.0,1.0,1.0,43.0,37.0,151500.0,Departamento
1.0,1.0,1.0,43.0,37.0,151500.0,Departamento
2.0,1.0,1.0,41.0,41.0,138400.0,Departamento
2.0,1.0,1.0,31.0,31.0,82000.0,Departamento
2.0,1.0,2.0,81.0,76.0,410000.0,Departamento
2.0,1.0,1.0,51.0,43.0,213000.0,Departamento
1.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,37.0,33.0,92000.0,Departamento
2.0,1.0,1.0,33.0,33.0,88000.0,Departamento
2.0,1.0,1.0,47.0,43.0,120000.0,Departamento
2.0,1.0,1.0,41.0,41.0,97000.0,Departamento
1.0,1.0,1.0,31.0,31.0,95000.0,Departamento
2.0,1.0,1.0,45.0,41.0,150000.0,Departamento
2.0,1.0,1.0,48.0,45.0,101000.0,Departamento
2.0,1.0,1.0,50.0,48.0,132000.0,Departamento
2.0,1.0,1.0,45.0,45.0,95000.0,Departamento
2.0,1.0,1.0,45.0,45.0,95000.0,Departamento
1.0,1.0,1.0,22.0,22.0,48000.0,Departamento
2.0,1.0,1.0,31.0,31.0,75000.0,Departamento
2.0,1.0,1.0,50.0,44.0,115000.0,Departamento
2.0,1.0,1.0,68.0,59.0,149000.0,Departamento
2.0,1.0,1.0,58.0,48.0,154000.0,Departamento
2.0,1.0,1.0,52.0,48.0,188000.0,Departamento
2.0,1.0,2.0,81.0,76.0,410000.0,Departamento
2.0,1.0,1.0,42.0,38.0,169000.0,Departamento
2.0,1.0,1.0,46.0,40.0,145000.0,Departamento
2.0,1.0,1.0,54.0,54.0,240000.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,46.0,40.0,145000.0,Departamento
2.0,1.0,1.0,52.0,46.0,159500.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,50.0,47.0,142000.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,42.0,40.0,115000.0,Departamento
2.0,1.0,1.0,50.0,47.0,142000.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,41.0,41.0,92000.0,Departamento
2.0,1.0,1.0,49.0,41.0,169000.0,Departamento
2.0,1.0,1.0,39.0,39.0,120000.0,Departamento
2.0,1.0,1.0,50.0,45.0,149000.0,Departamento
1.0,1.0,1.0,38.0,32.0,90000.0,Departamento
2.0,1.0,1.0,40.0,40.0,82000.0,Departamento
2.0,1.0,1.0,56.0,34.0,109000.0,Departamento
3.0,2.0,3.0,101.0,87.0,399000.0,Departamento
3.0,2.0,2.0,72.0,67.0,214000.0,Departamento
3.0,2.0,2.0,66.0,66.0,184900.0,Departamento
3.0,2.0,1.0,93.0,65.0,295000.0,Departamento
3.0,2.0,1.0,45.0,35.0,94000.0,Departamento
3.0,2.0,1.0,49.0,49.0,153000.0,Departamento
3.0,2.0,1.0,50.0,50.0,139000.0,Departamento
3.0,2.0,1.0,65.0,61.0,120000.0,Departamento
3.0,2.0,1.0,63.0,55.0,165000.0,Departamento
3.0,2.0,2.0,78.0,70.0,184000.0,Departamento
3.0,2.0,1.0,66.0,59.0,174000.0,Departamento
3.0,2.0,2.0,80.0,62.0,295000.0,Departamento
4.0,2.0,2.0,112.0,112.0,330000.0,Departamento
3.0,2.0,2.0,86.0,80.0,230000.0,Departamento
3.0,2.0,2.0,85.0,78.0,295000.0,Departamento
3.0,2.0,2.0,80.0,75.0,280000.0,Departamento
4.0,2.0,1.0,90.0,85.0,268000.0,Departamento
3.0,2.0,1.0,85.0,82.0,220000.0,Departamento
3.0,2.0,2.0,88.0,82.0,360000.0,Departamento
3.0,2.0,1.0,52.0,49.0,170000.0,Departamento
3.0,2.0,1.0,56.0,54.0,159000.0,Departamento
3.0,2.0,1.0,65.0,65.0,134000.0,Departamento
3.0,2.0,1.0,53.0,53.0,280000.0,Departamento
3.0,2.0,1.0,72.0,65.0,198000.0,Departamento
3.0,2.0,1.0,74.0,70.0,174600.0,Departamento
3.0,2.0,1.0,60.0,60.0,165000.0,Departamento
3.0,2.0,2.0,81.0,70.0,170000.0,Departamento
2.0,1.0,1.0,38.0,38.0,99000.0,Departamento
2.0,1.0,1.0,42.0,42.0,130000.0,Departamento
2.0,1.0,1.0,36.0,36.0,95500.0,Departamento
2.0,1.0,1.0,46.0,43.0,139500.0,Departamento
2.0,1.0,2.0,30.0,30.0,62000.0,Departamento
2.0,1.0,1.0,50.0,48.0,220000.0,Departamento
2.0,1.0,1.0,52.0,52.0,105000.0,Departamento
2.0,1.0,1.0,31.0,31.0,82000.0,Departamento
2.0,1.0,2.0,62.0,62.0,118000.0,Departamento
2.0,1.0,1.0,80.0,62.0,118000.0,Departamento
2.0,1.0,1.0,43.0,37.0,151500.0,Departamento
2.0,1.0,1.0,43.0,37.0,151500.0,Departamento
2.0,1.0,1.0,58.0,50.0,145300.0,Departamento
2.0,1.0,1.0,58.0,50.0,150300.0,Departamento
2.0,1.0,2.0,95.0,65.0,360000.0,Departamento
2.0,1.0,1.0,43.0,40.0,118000.0,Departamento
1.0,1.0,1.0,41.0,34.0,105000.0,Departamento
2.0,1.0,1.0,40.0,40.0,128000.0,Departamento
3.0,2.0,1.0,52.0,52.0,134000.0,Departamento
3.0,2.0,2.0,69.0,61.0,159000.0,Departamento
3.0,2.0,1.0,84.0,64.0,199000.0,Departamento
3.0,2.0,2.0,88.0,82.0,360000.0,Departamento
3.0,2.0,2.0,80.0,71.0,115000.0,Departamento
3.0,2.0,3.0,79.0,75.0,200000.0,Departamento
3.0,2.0,1.0,81.0,75.0,169800.0,Departamento
3.0,2.0,1.0,67.0,60.0,140000.0,Departamento
2.0,1.0,1.0,45.0,45.0,95000.0,Departamento
2.0,1.0,1.0,33.0,33.0,88000.0,Departamento
2.0,1.0,1.0,37.0,37.0,85000.0,Departamento
1.0,1.0,1.0,27.0,27.0,45000.0,Departamento
2.0,1.0,1.0,45.0,40.0,130000.0,Departamento
2.0,1.0,1.0,54.0,42.0,149000.0,Departamento
2.0,1.0,1.0,34.0,34.0,75000.0,Departamento
1.0,1.0,1.0,53.0,45.0,120000.0,Departamento
2.0,1.0,1.0,30.0,30.0,75000.0,Departamento
3.0,2.0,1.0,54.0,46.0,125000.0,Departamento
3.0,2.0,1.0,58.0,56.0,149000.0,Departamento
3.0,2.0,1.0,65.0,61.0,185000.0,Departamento
3.0,2.0,1.0,60.0,53.0,195000.0,Departamento
3.0,2.0,1.0,64.0,59.0,215000.0,Departamento
3.0,2.0,1.0,50.0,48.0,115000.0,Departamento
3.0,2.0,1.0,75.0,59.0,210000.0,Departamento
3.0,2.0,2.0,96.0,89.0,195000.0,Departamento
3.0,2.0,1.0,60.0,55.0,138000.0,Departamento
3.0,2.0,1.0,104.0,61.0,218000.0,Departamento
3.0,2.0,1.0,42.0,42.0,72000.0,Departamento
2.0,2.0,1.0,57.0,57.0,148000.0,Departamento
2.0,1.0,1.0,46.0,45.0,130000.0,Departamento
2.0,1.0,1.0,45.0,43.0,115000.0,Departamento
2.0,1.0,1.0,56.0,50.0,143000.0,Departamento
3.0,1.0,1.0,73.0,54.0,149000.0,Departamento
2.0,1.0,1.0,50.0,45.0,109000.0,Departamento
3.0,2.0,1.0,57.0,57.0,125000.0,Departamento
3.0,2.0,1.0,56.0,43.0,120000.0,Departamento
3.0,1.0,1.0,100.0,77.0,220000.0,Departamento
3.0,2.0,1.0,65.0,45.0,129000.0,Departamento
3.0,2.0,1.0,78.0,73.0,160000.0,Departamento
3.0,2.0,2.0,76.0,76.0,199500.0,Departamento
3.0,2.0,1.0,72.0,72.0,150000.0,Departamento
3.0,2.0,1.0,56.0,48.0,110000.0,Departamento
3.0,2.0,1.0,55.0,55.0,120000.0,Departamento
